:table Joker(key=joker_id)	조커 한 종입니다. 효과는 `JokerEffect` 에 있고 여기에는 그 종의 성질만 있습니다.
:field	joker_id	rarity	cost	name	art	blueprint_ok	sort_order	pool	eternal_ok
	orrery	Uncommon	8	천구의	orrery	true	369	Greenhouse	true
	great_conjunction	Rare	9	큰 합	great_conjunction	true	370	Greenhouse	true
	spirit_gate	Rare	9	넋의 문	spirit_gate	false	371	Greenhouse	true
	star_forge	Rare	10	별 대장간	star_forge	true	372	Greenhouse	true
	moon_mirror	Rare	9	달 거울	moon_mirror	true	373	Greenhouse	true
	void_lens	Rare	9	빈 렌즈	void_lens	false	374	Greenhouse	true
	celestial_engine	Legendary	10	천체 기관	celestial_engine	true	375	Greenhouse	true
	paired_glass	Common	5	짝 유리	paired_glass	true	376	Greenhouse	true
	shadow_box	Common	4	그림자 상자	shadow_box	true	377	Greenhouse	true
	twin_pot	Common	5	쌍 화분	twin_pot	true	378	Greenhouse	true
	sale_tag	Common	4	값표	sale_tag	true	379	Greenhouse	true
	spare_frame	Common	5	여벌 액자	spare_frame	false	380	Greenhouse	true
	dust_sheet	Common	4	덮개천	dust_sheet	true	381	Greenhouse	true
	price_card	Common	5	가격표	price_card	true	382	Greenhouse	true
	dim_mirror	Common	5	흐린 거울	dim_mirror	true	383	Greenhouse	true
	frame_shop	Uncommon	7	액자 가게	frame_shop	true	384	Greenhouse	true
	rarity_ledger	Uncommon	7	희귀 대장	rarity_ledger	true	385	Greenhouse	true
	full_shelf	Uncommon	8	가득한 선반	full_shelf	true	386	Greenhouse	true
	hand_me_down	Uncommon	6	물림	hand_me_down	true	387	Greenhouse	true
	swap_frame	Uncommon	7	바꿈 액자	swap_frame	true	388	Greenhouse	true
	estate_note	Uncommon	6	유산 쪽지	estate_note	false	389	Greenhouse	false
	slot_pin	Uncommon	7	자리 핀	slot_pin	false	390	Greenhouse	true
	auction_bell	Uncommon	7	경매 종	auction_bell	true	391	Greenhouse	true
	mirror_dust	Uncommon	8	거울 가루	mirror_dust	true	392	Greenhouse	true
	understudy	Uncommon	7	대역	understudy	true	393	Greenhouse	true
	hall_of_mirrors	Rare	10	거울의 방	hall_of_mirrors	true	394	Greenhouse	true
	black_frame	Rare	9	검은 액자	black_frame	true	395	Greenhouse	true
	prompt_book	Rare	10	대본	prompt_book	true	396	Greenhouse	true
	pawnbroker	Rare	8	전당포	pawnbroker	true	397	Greenhouse	true
	twin_seed	Rare	9	쌍씨	twin_seed	true	398	Greenhouse	true
	stagehand	Rare	9	무대 일꾼	stagehand	false	399	Greenhouse	false
	grand_gallery	Legendary	10	큰 화랑	grand_gallery	true	400	Greenhouse	true
	spade_head	Common	5	삽날	spade_head	true	401	Greenhouse	true
	seed_tray	Common	5	모판	seed_tray	true	402	Greenhouse	true
	sorting_sieve	Common	4	고르는 체	sorting_sieve	true	403	Greenhouse	true
	thin_rows	Common	5	성긴 줄	thin_rows	true	404	Greenhouse	true
	face_bed	Common	4	그림 화단	face_bed	true	405	Greenhouse	true
	ace_bed	Common	5	으뜸 화단	ace_bed	true	406	Greenhouse	true
	hand_spade	Common	4	손삽	hand_spade	true	407	Greenhouse	true
	garden_line	Common	5	정원 줄	garden_line	true	408	Greenhouse	true
	weed_pull	Common	4	잡초 뽑기	weed_pull	true	409	Greenhouse	true
	graft_knife	Uncommon	7	접칼	graft_knife	true	410	Greenhouse	true
	nursery_bed	Uncommon	7	온상	nursery_bed	true	411	Greenhouse	true
	soil_test	Uncommon	6	흙 검사	soil_test	true	412	Greenhouse	true
	deep_bed	Uncommon	8	깊은 화단	deep_bed	true	413	Greenhouse	true
	crop_rotation	Uncommon	7	돌려짓기	crop_rotation	true	414	Greenhouse	true
	chalk_line	Uncommon	6	백묵 줄	chalk_line	true	415	Greenhouse	true
	stone_row	Uncommon	6	돌 줄	stone_row	true	416	Greenhouse	true
	culling_fork	Uncommon	7	솎는 갈퀴	culling_fork	true	417	Greenhouse	true
	wide_bed	Uncommon	6	넓은 화단	wide_bed	false	418	Greenhouse	true
	seed_drill	Uncommon	8	씨 뿌리개	seed_drill	true	419	Greenhouse	true
	gold_furrow	Uncommon	7	금 이랑	gold_furrow	true	420	Greenhouse	true
	great_graft	Rare	9	큰 접붙임	great_graft	true	421	Greenhouse	true
	terraced_bed	Rare	9	계단 화단	terraced_bed	true	422	Greenhouse	true
	hothouse	Rare	10	유리 온실	hothouse	true	423	Greenhouse	true
	stone_garden	Rare	9	돌 정원	stone_garden	true	424	Greenhouse	true
	first_garden	Legendary	10	첫 정원	first_garden	true	425	Greenhouse	true
	hand_cart	Common	5	손수레	hand_cart	false	426	Greenhouse	true
	paint_sign	Common	4	그린 간판	paint_sign	false	427	Greenhouse	true
	free_wheel	Common	4	헛바퀴	free_wheel	false	428	Greenhouse	true
	regular	Common	5	단골	regular	true	429	Greenhouse	true
	barrow_boy	Common	4	수레 끄는 아이	barrow_boy	true	430	Greenhouse	true
	chalk_board	Common	5	칠판	chalk_board	false	431	Greenhouse	true
	paper_bag	Common	4	종이 봉지	paper_bag	true	432	Greenhouse	true
	window_shopper	Common	5	구경꾼	window_shopper	true	433	Greenhouse	true
	till_bell	Common	5	계산대 종	till_bell	true	434	Greenhouse	true
	two_carts	Uncommon	7	두 수레	two_carts	false	435	Greenhouse	true
	coupon_book	Uncommon	7	할인 책	coupon_book	false	436	Greenhouse	true
	sale_board	Uncommon	7	할인 간판	sale_board	false	437	Greenhouse	true
	modifier_case	Uncommon	8	성질 상자	modifier_case	false	438	Greenhouse	true
	crier	Uncommon	6	외치는 이	crier	false	439	Greenhouse	true
	porter	Uncommon	7	짐꾼	porter	false	440	Greenhouse	true
	dealer_hand	Uncommon	8	딜러의 손	dealer_hand	false	441	Greenhouse	true
	spendthrift	Uncommon	6	낭비꾼	spendthrift	true	442	Greenhouse	true
	reroll_rig	Uncommon	7	리롤 장치	reroll_rig	false	443	Greenhouse	true
	night_market	Uncommon	7	밤 장터	night_market	false	444	Greenhouse	true
	foil_stall	Uncommon	8	박 좌판	foil_stall	false	445	Greenhouse	true
	grand_bazaar	Rare	9	큰 장	grand_bazaar	false	446	Greenhouse	true
	free_market	Rare	9	자유 시장	free_market	false	447	Greenhouse	true
	patron	Rare	10	후원자	patron	false	448	Greenhouse	true
	gilt_cart	Rare	9	금박 수레	gilt_cart	false	449	Greenhouse	true
	high_street	Legendary	10	큰 거리	high_street	false	450	Greenhouse	true
	fog_bank	Common	5	안개 띠	fog_bank	false	451	Greenhouse	true
	even_scales	Common	5	고른 저울	even_scales	false	452	Greenhouse	true
	half_light	Common	3	반쪽 빛	half_light	true	453	Greenhouse	true
	dream_pane	Common	5	꿈 유리	dream_pane	false	454	Greenhouse	true
	gap_stone	Common	5	틈 돌	gap_stone	false	455	Greenhouse	true
	crooked_pane	Common	5	굽은 유리	crooked_pane	true	456	Greenhouse	true
	omen_slate	Common	4	조짐 서판	omen_slate	true	457	Greenhouse	true
	sign_reader	Common	5	조짐 읽는 이	sign_reader	true	458	Greenhouse	true
	three_line	Uncommon	8	셋 줄	three_line	false	459	Greenhouse	true
	weighted_air	Uncommon	7	무게 실은 공기	weighted_air	false	460	Greenhouse	true
	dream_ladder	Uncommon	7	꿈 사다리	dream_ladder	true	461	Greenhouse	true
	rank_omen	Uncommon	6	랭크 조짐	rank_omen	true	462	Greenhouse	true
	mist_gate	Uncommon	7	안개 문	mist_gate	true	463	Greenhouse	true
	small_hours	Uncommon	6	이른 시간	small_hours	true	464	Greenhouse	true
	big_hours	Uncommon	6	늦은 시간	big_hours	true	465	Greenhouse	true
	sixth_sense	Uncommon	7	여섯째 감각	sixth_sense	true	466	Greenhouse	true
	bent_ladder	Uncommon	7	굽은 사다리	bent_ladder	false	467	Greenhouse	true
	waking_dream	Uncommon	8	깬 꿈	waking_dream	true	468	Greenhouse	true
	long_odds	Uncommon	8	긴 승산	long_odds	true	469	Greenhouse	true
	broken_rule	Rare	9	부러진 자	broken_rule	false	470	Greenhouse	true
	dream_engine	Rare	10	꿈 기관	dream_engine	true	471	Greenhouse	true
	all_face	Rare	9	온 얼굴	all_face	true	472	Greenhouse	true
	omen_crown	Rare	9	조짐 화관	omen_crown	true	473	Greenhouse	true
	two_line	Rare	10	둘 줄	two_line	false	474	Greenhouse	true
	waking_world	Legendary	10	깬 세계	waking_world	false	475	Greenhouse	true
	iron_key	Common	5	무쇠 열쇠	iron_key	true	476	Greenhouse	true
	brass_lock	Common	5	놋 자물쇠	brass_lock	true	477	Greenhouse	true
	spring_gate	Common	4	봄 문	spring_gate	true	478	Greenhouse	true
	autumn_gate	Common	5	가을 문	autumn_gate	true	479	Greenhouse	true
	winter_gate	Common	5	겨울 문	winter_gate	true	480	Greenhouse	true
	summer_gate	Common	4	여름 문	summer_gate	true	481	Greenhouse	true
	ward_stone	Common	5	지킴돌	ward_stone	true	482	Greenhouse	true
	door_chime	Common	4	문 종	door_chime	true	483	Greenhouse	true
	boss_key	Uncommon	7	보스 열쇠	boss_key	false	484	Greenhouse	true
	double_gate	Uncommon	7	겹문	double_gate	false	485	Greenhouse	true
	season_ring	Uncommon	7	계절 고리	season_ring	true	486	Greenhouse	true
	skeleton_key	Uncommon	8	만능 열쇠	skeleton_key	false	487	Greenhouse	true
	toll_house	Uncommon	6	통행 집	toll_house	true	488	Greenhouse	true
	open_gate	Uncommon	7	열린 문	open_gate	true	489	Greenhouse	true
	lock_pick	Uncommon	7	자물쇠 따개	lock_pick	false	490	Greenhouse	true
	harvest_gate	Uncommon	8	추수 문	harvest_gate	true	491	Greenhouse	true
	small_door	Uncommon	6	작은 문	small_door	true	492	Greenhouse	true
	ante_stone	Uncommon	8	안테 돌	ante_stone	false	493	Greenhouse	true
	great_key	Rare	9	큰 열쇠	great_key	true	494	Greenhouse	true
	boss_ward	Rare	9	보스 지킴	boss_ward	true	495	Greenhouse	true
	season_wheel	Rare	10	계절 바퀴	season_wheel	false	496	Greenhouse	true
	iron_gate	Rare	9	무쇠 문	iron_gate	false	497	Greenhouse	true
	warden	Rare	10	문지기	warden	false	498	Greenhouse	true
	year_gate	Legendary	10	해의 문	year_gate	true	499	Greenhouse	true
	last_door	Legendary	10	마지막 문	last_door	false	500	Greenhouse	true
